"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 14:13:24 GMT 2025","Mon Aug 04 14:13:26 GMT 2025","1414","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 14:13:10 GMT 2025","Mon Aug 04 14:13:12 GMT 2025","1394","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Mon Aug 04 14:13:41 GMT 2025","Mon Aug 04 14:13:41 GMT 2025","517","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Mon Aug 04 14:13:04 GMT 2025","Mon Aug 04 14:13:05 GMT 2025","1103","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Mon Aug 04 14:13:31 GMT 2025","Mon Aug 04 14:13:31 GMT 2025","340","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Mon Aug 04 14:13:02 GMT 2025","Mon Aug 04 14:13:03 GMT 2025","1483","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [1] amount=0.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 14:13:31 GMT 2025","Mon Aug 04 14:13:31 GMT 2025","257","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserAndGetSuccessfulResponseTest","Admin can create user and get successful response",""
"passed","Mon Aug 04 14:13:29 GMT 2025","Mon Aug 04 14:13:29 GMT 2025","99","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Mon Aug 04 14:13:32 GMT 2025","Mon Aug 04 14:13:32 GMT 2025","349","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Mon Aug 04 14:12:59 GMT 2025","Mon Aug 04 14:12:59 GMT 2025","644","","ui.LoginUserTest","","ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Mon Aug 04 14:13:34 GMT 2025","Mon Aug 04 14:13:34 GMT 2025","594","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [1] balance=-1.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 14:13:35 GMT 2025","Mon Aug 04 14:13:35 GMT 2025","589","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 14:13:00 GMT 2025","Mon Aug 04 14:13:02 GMT 2025","2122","","ui.DepositUserTest","","ui.DepositUserTest","userCanDepositTwiceWithSameAmountAndBalanceIsCorrect","User can deposit twice with the same amount and balance is correct",""
"passed","Mon Aug 04 14:12:58 GMT 2025","Mon Aug 04 14:12:59 GMT 2025","658","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Mon Aug 04 14:13:19 GMT 2025","Mon Aug 04 14:13:21 GMT 2025","1218","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 14:12:59 GMT 2025","Mon Aug 04 14:13:00 GMT 2025","411","","ui.LoginUserTest","","ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Mon Aug 04 14:13:31 GMT 2025","Mon Aug 04 14:13:31 GMT 2025","99","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 14:13:29 GMT 2025","Mon Aug 04 14:13:29 GMT 2025","266","","api.DeleteUserTest","","api.DeleteUserTest","adminCanCreateUserWithCorrectDataTest","Admin can delete user with correct data",""
"passed","Mon Aug 04 14:13:29 GMT 2025","Mon Aug 04 14:13:30 GMT 2025","755","","api.CreateAccountTest","","api.CreateAccountTest","userCanGetAllAccountsTest","User can get all accounts",""
"passed","Mon Aug 04 14:13:14 GMT 2025","Mon Aug 04 14:13:15 GMT 2025","1271","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 14:13:32 GMT 2025","Mon Aug 04 14:13:32 GMT 2025","86","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Mon Aug 04 14:13:26 GMT 2025","Mon Aug 04 14:13:27 GMT 2025","1443","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [10] amount=10000.0, recipientName=User, recipientAccountNumber=UserAccountNumber, expectedUiError=❌ Error: Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 14:13:40 GMT 2025","Mon Aug 04 14:13:40 GMT 2025","412","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [3] name=Invalid Name!@#$, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 14:13:33 GMT 2025","Mon Aug 04 14:13:33 GMT 2025","511","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Mon Aug 04 14:13:31 GMT 2025","Mon Aug 04 14:13:32 GMT 2025","102","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 14:13:35 GMT 2025","Mon Aug 04 14:13:36 GMT 2025","586","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [4] balance=1.0E13, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 14:13:39 GMT 2025","Mon Aug 04 14:13:39 GMT 2025","417","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 14:13:05 GMT 2025","Mon Aug 04 14:13:08 GMT 2025","2161","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Mon Aug 04 14:13:30 GMT 2025","Mon Aug 04 14:13:31 GMT 2025","605","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Mon Aug 04 14:13:03 GMT 2025","Mon Aug 04 14:13:04 GMT 2025","1087","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 14:13:21 GMT 2025","Mon Aug 04 14:13:22 GMT 2025","1464","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [6] amount=10000.0, recipientName=, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 14:13:31 GMT 2025","Mon Aug 04 14:13:31 GMT 2025","97","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Mon Aug 04 14:13:27 GMT 2025","Mon Aug 04 14:13:29 GMT 2025","1567","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Mon Aug 04 14:13:36 GMT 2025","Mon Aug 04 14:13:37 GMT 2025","856","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Mon Aug 04 14:13:09 GMT 2025","Mon Aug 04 14:13:10 GMT 2025","1379","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [3] amount=4999.99",""
