"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 13:29:53 GMT 2025","Mon Aug 04 13:29:53 GMT 2025","416","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [4] name=Иван abc, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 13:29:50 GMT 2025","Mon Aug 04 13:29:51 GMT 2025","677","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 13:29:16 GMT 2025","Mon Aug 04 13:29:17 GMT 2025","1127","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 13:29:42 GMT 2025","Mon Aug 04 13:29:43 GMT 2025","783","","api.CreateAccountTest","","api.CreateAccountTest","userCanGetAllAccountsTest","User can get all accounts",""
"passed","Mon Aug 04 13:29:45 GMT 2025","Mon Aug 04 13:29:45 GMT 2025","87","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Mon Aug 04 13:29:22 GMT 2025","Mon Aug 04 13:29:23 GMT 2025","1383","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [3] amount=4999.99",""
"passed","Mon Aug 04 13:29:51 GMT 2025","Mon Aug 04 13:29:52 GMT 2025","681","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [3] amount=10001.0, errorMessage=Transfer amount cannot exceed 10000",""
"passed","Mon Aug 04 13:29:52 GMT 2025","Mon Aug 04 13:29:53 GMT 2025","409","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [2] name=This is a very long name that exceeds fifty characters, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 13:29:45 GMT 2025","Mon Aug 04 13:29:46 GMT 2025","503","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Mon Aug 04 13:29:14 GMT 2025","Mon Aug 04 13:29:16 GMT 2025","1489","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [1] amount=0.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","98","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 13:29:43 GMT 2025","Mon Aug 04 13:29:43 GMT 2025","643","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Mon Aug 04 13:29:43 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","260","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserAndGetSuccessfulResponseTest","Admin can create user and get successful response",""
"passed","Mon Aug 04 13:29:42 GMT 2025","Mon Aug 04 13:29:42 GMT 2025","102","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Mon Aug 04 13:29:18 GMT 2025","Mon Aug 04 13:29:20 GMT 2025","2200","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Mon Aug 04 13:29:37 GMT 2025","Mon Aug 04 13:29:39 GMT 2025","1427","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 13:29:33 GMT 2025","Mon Aug 04 13:29:35 GMT 2025","1466","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [6] amount=10000.0, recipientName=, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","101","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Mon Aug 04 13:29:25 GMT 2025","Mon Aug 04 13:29:27 GMT 2025","2062","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Mon Aug 04 13:29:42 GMT 2025","Mon Aug 04 13:29:42 GMT 2025","248","","api.DeleteUserTest","","api.DeleteUserTest","adminCanCreateUserWithCorrectDataTest","Admin can delete user with correct data",""
"passed","Mon Aug 04 13:29:52 GMT 2025","Mon Aug 04 13:29:52 GMT 2025","437","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","351","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Mon Aug 04 13:29:40 GMT 2025","Mon Aug 04 13:29:42 GMT 2025","1598","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Mon Aug 04 13:29:45 GMT 2025","Mon Aug 04 13:29:45 GMT 2025","507","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [1] balance=1.0",""
"passed","Mon Aug 04 13:29:23 GMT 2025","Mon Aug 04 13:29:25 GMT 2025","1401","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Mon Aug 04 13:29:28 GMT 2025","Mon Aug 04 13:29:29 GMT 2025","1223","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:45 GMT 2025","336","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Mon Aug 04 13:29:35 GMT 2025","Mon Aug 04 13:29:36 GMT 2025","1100","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [7] amount=10000.0, recipientName=null, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","100","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Mon Aug 04 13:29:50 GMT 2025","Mon Aug 04 13:29:50 GMT 2025","691","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 13:29:48 GMT 2025","Mon Aug 04 13:29:48 GMT 2025","591","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 13:29:46 GMT 2025","Mon Aug 04 13:29:46 GMT 2025","501","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [3] balance=50.5",""
"passed","Mon Aug 04 13:29:53 GMT 2025","Mon Aug 04 13:29:54 GMT 2025","514","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Mon Aug 04 13:29:47 GMT 2025","Mon Aug 04 13:29:48 GMT 2025","596","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 13:29:31 GMT 2025","Mon Aug 04 13:29:32 GMT 2025","1471","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [4] amount=10000.0, recipientName=User, recipientAccountNumber=badformat, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 13:29:36 GMT 2025","Mon Aug 04 13:29:37 GMT 2025","1182","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [8] amount=10000.0, recipientName=User, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 13:29:32 GMT 2025","Mon Aug 04 13:29:33 GMT 2025","1234","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 13:29:48 GMT 2025","Mon Aug 04 13:29:49 GMT 2025","592","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [4] balance=1.0E13, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 13:29:44 GMT 2025","Mon Aug 04 13:29:44 GMT 2025","96","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 13:29:27 GMT 2025","Mon Aug 04 13:29:28 GMT 2025","1278","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 13:29:20 GMT 2025","Mon Aug 04 13:29:22 GMT 2025","1496","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Mon Aug 04 13:29:17 GMT 2025","Mon Aug 04 13:29:18 GMT 2025","1088","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Mon Aug 04 13:29:10 GMT 2025","Mon Aug 04 13:29:11 GMT 2025","640","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
