"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 09 09:01:43 GMT 2025","Sat Aug 09 09:01:44 GMT 2025","1147","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Sat Aug 09 09:01:47 GMT 2025","Sat Aug 09 09:01:48 GMT 2025","469","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 09:01:45 GMT 2025","Sat Aug 09 09:01:46 GMT 2025","778","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Sat Aug 09 09:01:54 GMT 2025","Sat Aug 09 09:01:54 GMT 2025","111","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Sat Aug 09 09:02:12 GMT 2025","Sat Aug 09 09:02:14 GMT 2025","1630","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Sat Aug 09 09:01:47 GMT 2025","Sat Aug 09 09:01:47 GMT 2025","97","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Sat Aug 09 09:02:20 GMT 2025","Sat Aug 09 09:02:22 GMT 2025","1310","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Sat Aug 09 09:02:02 GMT 2025","Sat Aug 09 09:02:03 GMT 2025","1484","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [3] amount=10000.0, recipientName=NonExistentUser, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 09:02:23 GMT 2025","Sat Aug 09 09:02:24 GMT 2025","1353","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Sat Aug 09 09:03:59 GMT 2025","Sat Aug 09 09:03:59 GMT 2025","0","","API Coverage","","","","API Coverage Dashboard",""
"passed","Sat Aug 09 09:01:55 GMT 2025","Sat Aug 09 09:01:55 GMT 2025","99","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Sat Aug 09 09:01:50 GMT 2025","Sat Aug 09 09:01:51 GMT 2025","530","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Sat Aug 09 09:02:19 GMT 2025","Sat Aug 09 09:02:20 GMT 2025","1306","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Sat Aug 09 09:01:44 GMT 2025","Sat Aug 09 09:01:45 GMT 2025","822","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Sat Aug 09 09:02:11 GMT 2025","Sat Aug 09 09:02:12 GMT 2025","1423","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [10] amount=10000.0, recipientName=User, recipientAccountNumber=UserAccountNumber, expectedUiError=❌ Error: Invalid transfer: insufficient funds or invalid accounts",""
"passed","Sat Aug 09 09:01:53 GMT 2025","Sat Aug 09 09:01:54 GMT 2025","623","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [4] balance=1.0E13, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Sat Aug 09 09:01:52 GMT 2025","Sat Aug 09 09:01:53 GMT 2025","629","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Sat Aug 09 09:01:55 GMT 2025","Sat Aug 09 09:01:55 GMT 2025","89","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Sat Aug 09 09:01:54 GMT 2025","Sat Aug 09 09:01:54 GMT 2025","358","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Sat Aug 09 09:01:55 GMT 2025","Sat Aug 09 09:01:57 GMT 2025","1915","","ui.CreateAccountTest","","ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Sat Aug 09 09:01:57 GMT 2025","Sat Aug 09 09:01:59 GMT 2025","2009","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Sat Aug 09 09:01:54 GMT 2025","Sat Aug 09 09:01:55 GMT 2025","98","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Sat Aug 09 09:02:00 GMT 2025","Sat Aug 09 09:02:02 GMT 2025","1219","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 09:01:42 GMT 2025","Sat Aug 09 09:01:43 GMT 2025","1470","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Sat Aug 09 09:01:51 GMT 2025","Sat Aug 09 09:01:52 GMT 2025","634","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [1] balance=-1.0, errorMessage=Invalid account or amount",""
"passed","Sat Aug 09 09:02:06 GMT 2025","Sat Aug 09 09:02:07 GMT 2025","1429","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [6] amount=10000.0, recipientName=, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 09:02:03 GMT 2025","Sat Aug 09 09:02:05 GMT 2025","1498","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [4] amount=10000.0, recipientName=User, recipientAccountNumber=badformat, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 09:02:08 GMT 2025","Sat Aug 09 09:02:10 GMT 2025","1191","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [8] amount=10000.0, recipientName=User, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 09:01:48 GMT 2025","Sat Aug 09 09:01:49 GMT 2025","463","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [3] name=Invalid Name!@#$, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 09:01:59 GMT 2025","Sat Aug 09 09:02:00 GMT 2025","1253","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 09:01:50 GMT 2025","Sat Aug 09 09:01:50 GMT 2025","554","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [1] balance=1.0",""
"passed","Sat Aug 09 09:02:24 GMT 2025","Sat Aug 09 09:02:25 GMT 2025","628","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Sat Aug 09 09:01:49 GMT 2025","Sat Aug 09 09:01:49 GMT 2025","440","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [4] name=Иван abc, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 09:02:14 GMT 2025","Sat Aug 09 09:02:16 GMT 2025","1976","","ui.DepositUserTest","","ui.DepositUserTest","userCanDepositTwiceWithSameAmountAndBalanceIsCorrect","User can deposit twice with the same amount and balance is correct",""
"passed","Sat Aug 09 09:02:05 GMT 2025","Sat Aug 09 09:02:06 GMT 2025","1264","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 09:01:49 GMT 2025","Sat Aug 09 09:01:50 GMT 2025","574","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Sat Aug 09 09:01:55 GMT 2025","Sat Aug 09 09:01:55 GMT 2025","99","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Sat Aug 09 09:02:10 GMT 2025","Sat Aug 09 09:02:11 GMT 2025","1381","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 09:02:07 GMT 2025","Sat Aug 09 09:02:08 GMT 2025","1131","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [7] amount=10000.0, recipientName=null, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 09:01:48 GMT 2025","Sat Aug 09 09:01:48 GMT 2025","451","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [2] name=This is a very long name that exceeds fifty characters, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 09:02:18 GMT 2025","Sat Aug 09 09:02:19 GMT 2025","1052","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Sat Aug 09 09:01:52 GMT 2025","Sat Aug 09 09:01:52 GMT 2025","627","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
