"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 15:09:25 GMT 2025","Mon Aug 04 15:09:25 GMT 2025","414","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 15:09:18 GMT 2025","Mon Aug 04 15:09:18 GMT 2025","89","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Mon Aug 04 15:09:10 GMT 2025","Mon Aug 04 15:09:12 GMT 2025","1491","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 15:09:00 GMT 2025","Mon Aug 04 15:09:01 GMT 2025","1313","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 15:09:21 GMT 2025","Mon Aug 04 15:09:21 GMT 2025","595","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 15:09:20 GMT 2025","Mon Aug 04 15:09:21 GMT 2025","597","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 15:09:18 GMT 2025","Mon Aug 04 15:09:18 GMT 2025","94","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 15:09:26 GMT 2025","Mon Aug 04 15:09:26 GMT 2025","416","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [3] name=Invalid Name!@#$, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 15:08:54 GMT 2025","Mon Aug 04 15:08:55 GMT 2025","1479","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Mon Aug 04 15:09:01 GMT 2025","Mon Aug 04 15:09:02 GMT 2025","1230","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 15:09:13 GMT 2025","Mon Aug 04 15:09:15 GMT 2025","1597","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Mon Aug 04 15:09:17 GMT 2025","Mon Aug 04 15:09:17 GMT 2025","105","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Mon Aug 04 15:08:51 GMT 2025","Mon Aug 04 15:08:54 GMT 2025","2198","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Mon Aug 04 15:09:19 GMT 2025","Mon Aug 04 15:09:19 GMT 2025","504","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Mon Aug 04 15:08:44 GMT 2025","Mon Aug 04 15:08:44 GMT 2025","651","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Mon Aug 04 15:08:43 GMT 2025","Mon Aug 04 15:08:44 GMT 2025","710","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
