"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 09 08:56:32 GMT 2025","Sat Aug 09 08:56:32 GMT 2025","111","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Sat Aug 09 08:57:09 GMT 2025","Sat Aug 09 08:57:11 GMT 2025","1324","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [3] amount=4999.99",""
"passed","Sat Aug 09 08:57:12 GMT 2025","Sat Aug 09 08:57:13 GMT 2025","637","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Sat Aug 09 08:56:32 GMT 2025","Sat Aug 09 08:56:32 GMT 2025","359","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Sat Aug 09 08:56:24 GMT 2025","Sat Aug 09 08:56:25 GMT 2025","771","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [3] amount=10001.0, errorMessage=Transfer amount cannot exceed 10000",""
"passed","Sat Aug 09 08:56:33 GMT 2025","Sat Aug 09 08:56:35 GMT 2025","1937","","ui.CreateAccountTest","","ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Sat Aug 09 08:56:44 GMT 2025","Sat Aug 09 08:56:45 GMT 2025","1452","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [6] amount=10000.0, recipientName=, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 08:57:06 GMT 2025","Sat Aug 09 08:57:07 GMT 2025","1049","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Sat Aug 09 08:56:21 GMT 2025","Sat Aug 09 08:56:22 GMT 2025","1127","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Sat Aug 09 08:57:04 GMT 2025","Sat Aug 09 08:57:05 GMT 2025","1048","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [1] amount=0.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Sat Aug 09 08:56:40 GMT 2025","Sat Aug 09 08:56:41 GMT 2025","1493","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [3] amount=10000.0, recipientName=NonExistentUser, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 08:56:28 GMT 2025","Sat Aug 09 08:56:29 GMT 2025","530","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Sat Aug 09 08:56:20 GMT 2025","Sat Aug 09 08:56:21 GMT 2025","1524","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Sat Aug 09 08:56:49 GMT 2025","Sat Aug 09 08:56:50 GMT 2025","1462","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [10] amount=10000.0, recipientName=User, recipientAccountNumber=UserAccountNumber, expectedUiError=❌ Error: Invalid transfer: insufficient funds or invalid accounts",""
"passed","Sat Aug 09 08:56:27 GMT 2025","Sat Aug 09 08:56:27 GMT 2025","561","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Sat Aug 09 08:56:32 GMT 2025","Sat Aug 09 08:56:32 GMT 2025","289","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserAndGetSuccessfulResponseTest","Admin can create user and get successful response",""
"passed","Sat Aug 09 08:57:08 GMT 2025","Sat Aug 09 08:57:09 GMT 2025","1337","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Sat Aug 09 08:56:23 GMT 2025","Sat Aug 09 08:56:24 GMT 2025","773","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Sat Aug 09 08:57:11 GMT 2025","Sat Aug 09 08:57:12 GMT 2025","1387","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Sat Aug 09 08:56:25 GMT 2025","Sat Aug 09 08:56:26 GMT 2025","457","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 08:56:43 GMT 2025","Sat Aug 09 08:56:44 GMT 2025","1256","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 08:56:31 GMT 2025","Sat Aug 09 08:56:32 GMT 2025","623","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [4] balance=1.0E13, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Sat Aug 09 08:56:32 GMT 2025","Sat Aug 09 08:56:33 GMT 2025","102","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Sat Aug 09 08:56:25 GMT 2025","Sat Aug 09 08:56:25 GMT 2025","92","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Sat Aug 09 08:56:38 GMT 2025","Sat Aug 09 08:56:40 GMT 2025","1226","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 08:56:33 GMT 2025","Sat Aug 09 08:56:33 GMT 2025","99","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Sat Aug 09 08:57:05 GMT 2025","Sat Aug 09 08:57:06 GMT 2025","987","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Sat Aug 09 08:57:13 GMT 2025","Sat Aug 09 08:57:13 GMT 2025","635","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Sat Aug 09 08:56:48 GMT 2025","Sat Aug 09 08:56:49 GMT 2025","1396","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Sat Aug 09 08:56:26 GMT 2025","Sat Aug 09 08:56:26 GMT 2025","455","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [3] name=Invalid Name!@#$, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Sat Aug 09 08:56:35 GMT 2025","Sat Aug 09 08:56:37 GMT 2025","2041","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Sat Aug 09 08:56:33 GMT 2025","Sat Aug 09 08:56:33 GMT 2025","88","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Sat Aug 09 08:56:29 GMT 2025","Sat Aug 09 08:56:30 GMT 2025","628","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [1] balance=-1.0, errorMessage=Invalid account or amount",""
"passed","Sat Aug 09 08:56:25 GMT 2025","Sat Aug 09 08:56:25 GMT 2025","363","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Sat Aug 09 08:56:32 GMT 2025","Sat Aug 09 08:56:32 GMT 2025","97","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Sat Aug 09 08:57:07 GMT 2025","Sat Aug 09 08:57:08 GMT 2025","1316","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Sat Aug 09 08:56:30 GMT 2025","Sat Aug 09 08:56:30 GMT 2025","631","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
