"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 15:20:20 GMT 2025","Mon Aug 04 15:20:21 GMT 2025","1199","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [8] amount=10000.0, recipientName=User, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 15:20:13 GMT 2025","Mon Aug 04 15:20:15 GMT 2025","1490","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [3] amount=10000.0, recipientName=NonExistentUser, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 15:20:00 GMT 2025","Mon Aug 04 15:20:01 GMT 2025","1114","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 15:20:11 GMT 2025","Mon Aug 04 15:20:12 GMT 2025","1268","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 15:20:29 GMT 2025","Mon Aug 04 15:20:29 GMT 2025","506","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [1] balance=1.0",""
"passed","Mon Aug 04 15:20:28 GMT 2025","Mon Aug 04 15:20:28 GMT 2025","339","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Mon Aug 04 15:20:36 GMT 2025","Mon Aug 04 15:20:37 GMT 2025","409","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [2] name=This is a very long name that exceeds fifty characters, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Mon Aug 04 15:20:09 GMT 2025","Mon Aug 04 15:20:11 GMT 2025","2075","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Mon Aug 04 15:19:50 GMT 2025","Mon Aug 04 15:19:54 GMT 2025","4113","","ui.CreateAccountTest","","ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Aug 04 15:20:31 GMT 2025","Mon Aug 04 15:20:32 GMT 2025","610","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 15:20:26 GMT 2025","Mon Aug 04 15:20:26 GMT 2025","252","","api.DeleteUserTest","","api.DeleteUserTest","adminCanCreateUserWithCorrectDataTest","Admin can delete user with correct data",""
"passed","Mon Aug 04 15:20:24 GMT 2025","Mon Aug 04 15:20:26 GMT 2025","1567","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Mon Aug 04 15:20:34 GMT 2025","Mon Aug 04 15:20:35 GMT 2025","680","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 15:20:28 GMT 2025","Mon Aug 04 15:20:28 GMT 2025","92","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 15:20:07 GMT 2025","Mon Aug 04 15:20:09 GMT 2025","1385","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Mon Aug 04 15:20:01 GMT 2025","Mon Aug 04 15:20:02 GMT 2025","1131","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Mon Aug 04 15:20:27 GMT 2025","Mon Aug 04 15:20:28 GMT 2025","607","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Mon Aug 04 15:20:02 GMT 2025","Mon Aug 04 15:20:04 GMT 2025","2113","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Mon Aug 04 15:20:33 GMT 2025","Mon Aug 04 15:20:34 GMT 2025","864","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
