"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 07 19:04:23 GMT 2025","Thu Aug 07 19:04:25 GMT 2025","1210","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [8] amount=10000.0, recipientName=User, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Thu Aug 07 19:04:28 GMT 2025","Thu Aug 07 19:04:29 GMT 2025","1589","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Thu Aug 07 19:04:25 GMT 2025","Thu Aug 07 19:04:26 GMT 2025","1482","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Thu Aug 07 19:04:30 GMT 2025","Thu Aug 07 19:04:31 GMT 2025","693","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Thu Aug 07 19:04:03 GMT 2025","Thu Aug 07 19:04:04 GMT 2025","1126","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Thu Aug 07 19:04:35 GMT 2025","Thu Aug 07 19:04:35 GMT 2025","604","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Thu Aug 07 19:04:36 GMT 2025","Thu Aug 07 19:04:37 GMT 2025","867","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Thu Aug 07 19:04:32 GMT 2025","Thu Aug 07 19:04:32 GMT 2025","99","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Thu Aug 07 19:04:32 GMT 2025","Thu Aug 07 19:04:33 GMT 2025","88","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Thu Aug 07 19:04:07 GMT 2025","Thu Aug 07 19:04:09 GMT 2025","1502","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Thu Aug 07 19:04:39 GMT 2025","Thu Aug 07 19:04:39 GMT 2025","674","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [3] amount=10001.0, errorMessage=Transfer amount cannot exceed 10000",""
"passed","Thu Aug 07 19:03:57 GMT 2025","Thu Aug 07 19:03:58 GMT 2025","709","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Thu Aug 07 19:04:35 GMT 2025","Thu Aug 07 19:04:36 GMT 2025","593","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Thu Aug 07 19:04:37 GMT 2025","Thu Aug 07 19:04:38 GMT 2025","711","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Thu Aug 07 19:04:34 GMT 2025","Thu Aug 07 19:04:34 GMT 2025","505","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [3] balance=50.5",""
"passed","Thu Aug 07 19:04:32 GMT 2025","Thu Aug 07 19:04:32 GMT 2025","96","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Thu Aug 07 19:04:32 GMT 2025","Thu Aug 07 19:04:32 GMT 2025","334","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Thu Aug 07 19:04:39 GMT 2025","Thu Aug 07 19:04:40 GMT 2025","420","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [1] name=AB, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Thu Aug 07 19:03:57 GMT 2025","Thu Aug 07 19:03:57 GMT 2025","787","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Thu Aug 07 19:04:12 GMT 2025","Thu Aug 07 19:04:14 GMT 2025","2090","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Thu Aug 07 19:04:32 GMT 2025","Thu Aug 07 19:04:32 GMT 2025","101","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Thu Aug 07 19:04:10 GMT 2025","Thu Aug 07 19:04:12 GMT 2025","1442","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Thu Aug 07 19:04:22 GMT 2025","Thu Aug 07 19:04:23 GMT 2025","1161","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [7] amount=10000.0, recipientName=null, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
