"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 12:05:41 GMT 2025","Mon Aug 04 12:05:42 GMT 2025","722","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","94","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 12:06:16 GMT 2025","Mon Aug 04 12:06:17 GMT 2025","516","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Mon Aug 04 12:06:14 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","347","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
"passed","Mon Aug 04 12:05:37 GMT 2025","Mon Aug 04 12:05:41 GMT 2025","4329","","ui.CreateAccountTest","","ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Aug 04 12:05:58 GMT 2025","Mon Aug 04 12:05:59 GMT 2025","1275","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [1] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 12:06:20 GMT 2025","Mon Aug 04 12:06:21 GMT 2025","689","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 12:05:59 GMT 2025","Mon Aug 04 12:06:01 GMT 2025","1236","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 12:06:18 GMT 2025","Mon Aug 04 12:06:18 GMT 2025","596","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 12:06:13 GMT 2025","Mon Aug 04 12:06:14 GMT 2025","250","","api.DeleteUserTest","","api.DeleteUserTest","adminCanCreateUserWithCorrectDataTest","Admin can delete user with correct data",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","138","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Mon Aug 04 12:05:42 GMT 2025","Mon Aug 04 12:05:43 GMT 2025","657","","ui.LoginUserTest","","ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Mon Aug 04 12:05:52 GMT 2025","Mon Aug 04 12:05:53 GMT 2025","1496","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [2] amount=100.0",""
"passed","Mon Aug 04 12:06:16 GMT 2025","Mon Aug 04 12:06:16 GMT 2025","515","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [1] balance=1.0",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","101","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:16 GMT 2025","91","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Mon Aug 04 12:05:42 GMT 2025","Mon Aug 04 12:05:42 GMT 2025","654","","ui.CreateUserTest","","ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest()",""
"passed","Mon Aug 04 12:06:01 GMT 2025","Mon Aug 04 12:06:02 GMT 2025","1554","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [3] amount=10000.0, recipientName=NonExistentUser, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 12:06:22 GMT 2025","Mon Aug 04 12:06:22 GMT 2025","694","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [3] amount=10001.0, errorMessage=Transfer amount cannot exceed 10000",""
"passed","Mon Aug 04 12:06:18 GMT 2025","Mon Aug 04 12:06:19 GMT 2025","614","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Mon Aug 04 12:06:13 GMT 2025","Mon Aug 04 12:06:13 GMT 2025","103","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Mon Aug 04 12:05:46 GMT 2025","Mon Aug 04 12:05:47 GMT 2025","1557","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [1] amount=0.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Mon Aug 04 12:06:04 GMT 2025","Mon Aug 04 12:06:05 GMT 2025","1267","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 12:05:50 GMT 2025","Mon Aug 04 12:05:52 GMT 2025","2181","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Mon Aug 04 12:06:17 GMT 2025","Mon Aug 04 12:06:18 GMT 2025","596","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [1] balance=-1.0, errorMessage=Invalid account or amount",""
"passed","Mon Aug 04 12:06:07 GMT 2025","Mon Aug 04 12:06:08 GMT 2025","1106","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [7] amount=10000.0, recipientName=null, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Mon Aug 04 12:05:44 GMT 2025","Mon Aug 04 12:05:46 GMT 2025","2175","","ui.DepositUserTest","","ui.DepositUserTest","userCanDepositTwiceWithSameAmountAndBalanceIsCorrect","User can deposit twice with the same amount and balance is correct",""
"passed","Mon Aug 04 12:06:05 GMT 2025","Mon Aug 04 12:06:07 GMT 2025","1478","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [6] amount=10000.0, recipientName=, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","344","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Mon Aug 04 12:05:56 GMT 2025","Mon Aug 04 12:05:58 GMT 2025","2078","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Mon Aug 04 12:05:55 GMT 2025","Mon Aug 04 12:05:56 GMT 2025","1383","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [4] amount=5000.0",""
"passed","Mon Aug 04 12:06:15 GMT 2025","Mon Aug 04 12:06:15 GMT 2025","103","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Mon Aug 04 12:06:12 GMT 2025","Mon Aug 04 12:06:13 GMT 2025","1607","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Mon Aug 04 12:06:14 GMT 2025","Mon Aug 04 12:06:14 GMT 2025","525","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Mon Aug 04 12:06:21 GMT 2025","Mon Aug 04 12:06:22 GMT 2025","714","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Aug 04 12:06:10 GMT 2025","Mon Aug 04 12:06:12 GMT 2025","1476","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [10] amount=10000.0, recipientName=User, recipientAccountNumber=UserAccountNumber, expectedUiError=❌ Error: Invalid transfer: insufficient funds or invalid accounts",""
