"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 07 19:18:41 GMT 2025","Thu Aug 07 19:18:42 GMT 2025","1325","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [5] amount=10000.0, recipientName=User, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Thu Aug 07 19:18:44 GMT 2025","Thu Aug 07 19:18:45 GMT 2025","1154","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [7] amount=10000.0, recipientName=null, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Thu Aug 07 19:18:54 GMT 2025","Thu Aug 07 19:18:55 GMT 2025","521","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [1] balance=1.0",""
"passed","Thu Aug 07 19:19:02 GMT 2025","Thu Aug 07 19:19:03 GMT 2025","422","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCannotChangeNameWithInvalidDataTest","User can not change name with invalid data [4] name=Иван abc, expectedErrorMessage=Name must contain two words with letters only",""
"passed","Thu Aug 07 19:19:00 GMT 2025","Thu Aug 07 19:19:01 GMT 2025","733","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [3] amount=10001.0, errorMessage=Transfer amount cannot exceed 10000",""
"passed","Thu Aug 07 19:18:54 GMT 2025","Thu Aug 07 19:18:54 GMT 2025","93","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Thu Aug 07 19:18:57 GMT 2025","Thu Aug 07 19:18:58 GMT 2025","615","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [3] balance=5001.0, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Thu Aug 07 19:18:26 GMT 2025","Thu Aug 07 19:18:28 GMT 2025","2217","","ui.DepositUserTest","","ui.DepositUserTest","userCanAddDepositWithValidAmount","User can add deposit with valid amount [1] amount=1.0",""
"passed","Thu Aug 07 19:18:19 GMT 2025","Thu Aug 07 19:18:19 GMT 2025","709","","ui.LoginUserTest","","ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Thu Aug 07 19:18:58 GMT 2025","Thu Aug 07 19:18:58 GMT 2025","602","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [4] balance=1.0E13, errorMessage=Deposit amount exceeds the 5000 limit",""
"passed","Thu Aug 07 19:20:43 GMT 2025","Thu Aug 07 19:20:43 GMT 2025","0","","API Coverage","","","","API Coverage Dashboard",""
"passed","Thu Aug 07 19:18:22 GMT 2025","Thu Aug 07 19:18:24 GMT 2025","1590","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [1] amount=0.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Thu Aug 07 19:18:51 GMT 2025","Thu Aug 07 19:18:51 GMT 2025","102","","api.DeleteUserTest","","api.DeleteUserTest","adminCannotDeleteNonExistentUserTest","Admin can not delete non-existent user",""
"passed","Thu Aug 07 19:18:33 GMT 2025","Thu Aug 07 19:18:35 GMT 2025","2151","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Thu Aug 07 19:18:53 GMT 2025","Thu Aug 07 19:18:54 GMT 2025","98","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters",""
"passed","Thu Aug 07 19:18:24 GMT 2025","Thu Aug 07 19:18:25 GMT 2025","1188","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Thu Aug 07 19:19:03 GMT 2025","Thu Aug 07 19:19:03 GMT 2025","521","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Thu Aug 07 19:18:54 GMT 2025","Thu Aug 07 19:18:54 GMT 2025","337","","api.LoginUserTest","","api.LoginUserTest","userCanGenerateAuthTokenTest","User can generate auth token",""
"passed","Thu Aug 07 19:18:51 GMT 2025","Thu Aug 07 19:18:52 GMT 2025","781","","api.CreateAccountTest","","api.CreateAccountTest","userCanGetAllAccountsTest","User can get all accounts",""
"passed","Thu Aug 07 19:18:49 GMT 2025","Thu Aug 07 19:18:51 GMT 2025","1680","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Thu Aug 07 19:18:56 GMT 2025","Thu Aug 07 19:18:56 GMT 2025","598","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [1] balance=-1.0, errorMessage=Invalid account or amount",""
"passed","Thu Aug 07 19:18:55 GMT 2025","Thu Aug 07 19:18:55 GMT 2025","513","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [2] balance=5000.0",""
"passed","Thu Aug 07 19:18:17 GMT 2025","Thu Aug 07 19:18:18 GMT 2025","761","","ui.CreateUserTest","","ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Thu Aug 07 19:18:51 GMT 2025","Thu Aug 07 19:18:51 GMT 2025","258","","api.DeleteUserTest","","api.DeleteUserTest","adminCanCreateUserWithCorrectDataTest","Admin can delete user with correct data",""
"passed","Thu Aug 07 19:18:52 GMT 2025","Thu Aug 07 19:18:53 GMT 2025","636","","api.CreateAccountTest","","api.CreateAccountTest","userCanCreateAccountTest","User can create account",""
"passed","Thu Aug 07 19:18:56 GMT 2025","Thu Aug 07 19:18:57 GMT 2025","604","","api.DepositUserTest","","api.DepositUserTest","userCanNotAddDepositWithIncorrectDataTest","User can not add deposit with incorrect data [2] balance=0.0, errorMessage=Invalid account or amount",""
"passed","Thu Aug 07 19:18:55 GMT 2025","Thu Aug 07 19:18:56 GMT 2025","512","","api.DepositUserTest","","api.DepositUserTest","userCanAddDepositWithCorrectDataTest","User can add deposit with correct data [3] balance=50.5",""
"passed","Thu Aug 07 19:18:19 GMT 2025","Thu Aug 07 19:18:20 GMT 2025","472","","ui.LoginUserTest","","ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Thu Aug 07 19:18:20 GMT 2025","Thu Aug 07 19:18:22 GMT 2025","2225","","ui.DepositUserTest","","ui.DepositUserTest","userCanDepositTwiceWithSameAmountAndBalanceIsCorrect","User can deposit twice with the same amount and balance is correct",""
"passed","Thu Aug 07 19:18:25 GMT 2025","Thu Aug 07 19:18:26 GMT 2025","1253","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Thu Aug 07 19:18:54 GMT 2025","Thu Aug 07 19:18:54 GMT 2025","97","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Thu Aug 07 19:18:53 GMT 2025","Thu Aug 07 19:18:53 GMT 2025","112","","api.CreateUserTest","","api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest","Admin can not create user with invalid data [1] username=   , password=Password33$, role=USER, errorKey=username, errorValue=Username cannot be blank",""
"passed","Thu Aug 07 19:19:00 GMT 2025","Thu Aug 07 19:19:00 GMT 2025","698","","api.TransferMoneyUserTest","","api.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidDataTest","User can not transfer money with invalid data [2] amount=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts",""
"passed","Thu Aug 07 19:18:13 GMT 2025","Thu Aug 07 19:18:17 GMT 2025","4263","","ui.CreateAccountTest","","ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Thu Aug 07 19:18:45 GMT 2025","Thu Aug 07 19:18:46 GMT 2025","1345","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [8] amount=10000.0, recipientName=User, recipientAccountNumber=null, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Thu Aug 07 19:18:53 GMT 2025","Thu Aug 07 19:18:53 GMT 2025","346","","api.CreateUserTest","","api.CreateUserTest","adminCanCreateUserWithCorrectDataTest","Admin can create user with correct data",""
