"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 09 08:23:52 GMT 2025","Sat Aug 09 08:23:54 GMT 2025","2015","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanTransferMoneyWithCorrectDataTest","User can transfer money with correct data",""
"passed","Sat Aug 09 08:25:30 GMT 2025","Sat Aug 09 08:25:30 GMT 2025","0","","API Coverage","","","","API Coverage Dashboard",""
"passed","Sat Aug 09 08:24:21 GMT 2025","Sat Aug 09 08:24:22 GMT 2025","1009","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [2] amount=-1.0, expectedUiError=❌ Please enter a valid amount.",""
"passed","Sat Aug 09 08:24:07 GMT 2025","Sat Aug 09 08:24:09 GMT 2025","1528","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCanNotTransferMoneyWithAmountGreaterThanMaxTest","User can not transfer money with amount greater than limit",""
"passed","Sat Aug 09 08:23:44 GMT 2025","Sat Aug 09 08:23:44 GMT 2025","563","","api.ChangeNameUserTest","","api.ChangeNameUserTest","userCanChangeNameWithValidDataTest","User can change name with valid data",""
"passed","Sat Aug 09 08:23:42 GMT 2025","Sat Aug 09 08:23:42 GMT 2025","108","","api.LoginUserTest","","api.LoginUserTest","adminCanGenerateAuthTokenTest","Admin can generate auth token",""
"passed","Sat Aug 09 08:24:22 GMT 2025","Sat Aug 09 08:24:23 GMT 2025","1028","","ui.DepositUserTest","","ui.DepositUserTest","userCanNotAddDepositWithInvalidAmount","User can not add deposit with invalid amount [3] amount=5000.01, expectedUiError=❌ Please deposit less or equal to 5000$.",""
"passed","Sat Aug 09 08:23:55 GMT 2025","Sat Aug 09 08:23:56 GMT 2025","1223","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [2] amount=10000.0, recipientName=, recipientAccountNumber=, expectedUiError=❌ Please fill all fields and confirm.",""
"passed","Sat Aug 09 08:23:33 GMT 2025","Sat Aug 09 08:23:36 GMT 2025","3247","","api.CreateAccountTest","","api.CreateAccountTest","userCanGetAllAccountsTest","User can get all accounts",""
"passed","Sat Aug 09 08:24:04 GMT 2025","Sat Aug 09 08:24:06 GMT 2025","1401","","ui.TransferMoneyUserTest","","ui.TransferMoneyUserTest","userCannotTransferMoneyWithInvalidData","User cannot transfer money with invalid data [9] amount=10000.0, recipientName=null, recipientAccountNumber=1234567890, expectedUiError=❌ No user found with this account number.",""
